id,loan_status_pred,prob
58977,0,0.0204
58978,0,0.0218
58979,0,0.0413
58980,0,0.0213
58981,0,0.0062
58982,0,0.0096
58983,0,0.006
58984,0,0.0151
58985,0,0.0643
58986,1,0.9556
58987,0,0.0055
58988,0,0.0442
58989,0,0.0336
58990,0,0.0058
58991,0,0.0218
58992,0,0.0138
58993,0,0.0035
58994,0,0.0195
58995,1,0.9976
58996,0,0.0341
58997,1,0.7739
58998,0,0.0047
58999,0,0.0215
59000,0,0.0862
59001,0,0.1326
59002,0,0.0563
59003,0,0.0619
59004,0,0.0323
59005,0,0.0037
59006,0,0.0285
59007,0,0.0212
59008,1,0.9866
59009,0,0.0186
59010,0,0.0078
59011,0,0.0152
59012,0,0.0102
59013,0,0.006
59014,0,0.0123
59015,0,0.0907
59016,0,0.0296
59017,0,0.0146
59018,0,0.0458
59019,0,0.0113
59020,0,0.0124
59021,0,0.0251
59022,0,0.0531
59023,1,0.9562
59024,0,0.0288
59025,1,0.9788
59026,0,0.0179
59027,0,0.0107
59028,0,0.0408
59029,0,0.0243
59030,0,0.0111
59031,1,0.7851
59032,1,0.7577
59033,0,0.0799
59034,0,0.0922
59035,0,0.0159
59036,0,0.0812
59037,0,0.0851
59038,0,0.0136
59039,0,0.0194
59040,0,0.016
59041,0,0.0219
59042,0,0.0474
59043,1,0.9488
59044,0,0.0077
59045,0,0.0207
59046,0,0.3552
59047,0,0.2025
59048,0,0.026
59049,0,0.0294
59050,0,0.0071
59051,0,0.0336
59052,0,0.0065
59053,0,0.0241
59054,0,0.0621
59055,0,0.0594
59056,0,0.0076
59057,1,0.684
59058,0,0.0058
59059,0,0.0835
59060,0,0.0062
59061,0,0.0083
59062,0,0.0199
59063,0,0.0052
59064,0,0.0221
59065,0,0.0025
59066,0,0.0285
59067,0,0.0073
59068,0,0.0337
59069,0,0.0153
59070,0,0.012
59071,0,0.0585
59072,0,0.019
59073,1,0.9502
59074,0,0.0201
59075,0,0.0328
59076,0,0.0147
59077,1,0.9807
59078,0,0.1194
59079,0,0.0452
59080,0,0.01
59081,0,0.0139
59082,0,0.0498
59083,0,0.0101
59084,0,0.0053
59085,0,0.0371
59086,0,0.2332
59087,0,0.0346
59088,0,0.0496
59089,0,0.039
59090,0,0.1211
59091,0,0.0049
59092,0,0.2223
59093,0,0.0229
59094,0,0.0149
59095,0,0.0029
59096,1,0.9519
59097,0,0.0963
59098,0,0.0298
59099,0,0.0108
59100,0,0.0134
59101,0,0.0126
59102,0,0.0219
59103,0,0.0294
59104,0,0.0061
59105,0,0.0498
59106,0,0.0024
59107,0,0.0738
59108,0,0.079
59109,0,0.0535
59110,0,0.0168
59111,0,0.014
59112,0,0.0208
59113,1,0.9471
59114,0,0.0337
59115,0,0.1407
59116,0,0.0089
59117,0,0.0129
59118,0,0.0392
59119,0,0.0196
59120,0,0.0066
59121,0,0.0121
59122,0,0.1842
59123,1,0.9905
59124,1,0.8803
59125,0,0.0451
59126,1,0.8318
59127,0,0.0263
59128,0,0.0291
59129,0,0.0118
59130,0,0.0257
59131,0,0.051
59132,0,0.2283
59133,1,0.7066
59134,0,0.0544
59135,0,0.0015
59136,0,0.009
59137,0,0.029
59138,0,0.0245
59139,0,0.0057
59140,0,0.043
59141,1,0.9613
59142,0,0.2723
59143,0,0.0218
59144,0,0.0172
59145,0,0.0385
59146,0,0.0603
59147,0,0.0168
59148,0,0.0254
59149,0,0.0271
59150,0,0.0183
59151,0,0.0192
59152,0,0.0288
59153,0,0.0044
59154,0,0.0432
59155,0,0.0726
59156,0,0.095
59157,0,0.0129
59158,0,0.0538
59159,0,0.0132
59160,0,0.085
59161,0,0.0194
59162,0,0.0184
59163,0,0.0281
59164,0,0.0626
59165,0,0.0903
59166,0,0.0102
59167,0,0.038
59168,0,0.3517
59169,1,0.9373
59170,0,0.0189
59171,0,0.0101
59172,0,0.1306
59173,0,0.0087
59174,0,0.0107
59175,0,0.0131
59176,0,0.0413
59177,0,0.0088
59178,0,0.006
59179,0,0.0089
59180,0,0.1281
59181,0,0.2732
59182,1,0.954
59183,0,0.0452
59184,0,0.0447
59185,0,0.1166
59186,0,0.0317
59187,0,0.0101
59188,0,0.0283
59189,0,0.0241
59190,0,0.0116
59191,0,0.0132
59192,0,0.142
59193,0,0.0088
59194,0,0.2219
59195,0,0.0285
59196,0,0.0316
59197,0,0.0389
59198,0,0.0831
59199,0,0.0041
59200,1,0.9989
59201,0,0.0094
59202,0,0.0111
59203,0,0.2976
59204,0,0.024
59205,0,0.0104
59206,0,0.0103
59207,0,0.0268
59208,0,0.0103
59209,0,0.0171
59210,0,0.0258
59211,0,0.0964
59212,0,0.0347
59213,0,0.1946
59214,0,0.0153
59215,0,0.0096
59216,0,0.0247
59217,0,0.0081
59218,0,0.0051
59219,0,0.0082
59220,1,0.5774
59221,1,0.7645
59222,0,0.0399
59223,0,0.0184
59224,0,0.1448
59225,0,0.0086
59226,0,0.0112
59227,0,0.212
59228,0,0.148
59229,0,0.0025
59230,0,0.0117
59231,0,0.0051
59232,0,0.0803
59233,0,0.0202
59234,0,0.0548
59235,0,0.0076
59236,0,0.1265
59237,0,0.0538
59238,0,0.0075
59239,0,0.1338
59240,0,0.0083
59241,0,0.05
59242,0,0.0417
59243,1,0.9587
59244,0,0.0202
59245,1,0.8103
59246,0,0.0158
59247,0,0.0314
59248,0,0.0103
59249,0,0.0965
59250,0,0.2486
59251,0,0.0477
59252,0,0.0161
59253,0,0.0563
59254,0,0.0326
59255,0,0.0073
59256,0,0.0033
59257,1,0.9858
59258,0,0.0181
59259,1,0.9878
59260,0,0.0125
59261,0,0.0139
59262,0,0.1061
59263,0,0.0026
59264,0,0.058
59265,1,0.7073
59266,0,0.1032
59267,0,0.1701
59268,0,0.0522
59269,0,0.0094
59270,1,0.9635
59271,0,0.0104
59272,1,0.9304
59273,0,0.0294
59274,0,0.1055
59275,0,0.0352
59276,0,0.0471
59277,0,0.01
59278,0,0.0466
59279,0,0.0112
59280,0,0.0138
59281,0,0.062
59282,0,0.0124
59283,0,0.0283
59284,0,0.0082
59285,0,0.0415
59286,0,0.0748
59287,0,0.0536
59288,1,0.9817
59289,0,0.0123
59290,0,0.0649
59291,0,0.0564
59292,0,0.0034
59293,0,0.0238
59294,1,0.9531
59295,0,0.1657
59296,0,0.0088
59297,0,0.0224
59298,0,0.026
59299,0,0.0233
59300,0,0.0605
59301,0,0.0268
59302,0,0.026
59303,0,0.038
59304,0,0.0252
59305,0,0.1077
59306,0,0.0148
59307,0,0.0209
59308,0,0.0122
59309,0,0.0105
59310,0,0.0073
59311,0,0.0873
59312,0,0.0914
59313,1,0.9392
59314,0,0.3259
59315,0,0.0113
59316,0,0.3757
59317,0,0.0507
59318,0,0.0351
59319,0,0.1294
59320,0,0.0363
59321,0,0.0513
59322,0,0.1125
59323,0,0.0371
59324,1,0.5906
59325,0,0.0544
59326,0,0.0287
59327,0,0.0536
59328,0,0.0095
59329,0,0.023
59330,0,0.1045
59331,0,0.0099
59332,0,0.0166
59333,0,0.0065
59334,0,0.042
59335,0,0.0233
59336,0,0.0606
59337,0,0.0155
59338,0,0.0504
59339,0,0.4336
59340,0,0.4354
59341,0,0.0497
59342,0,0.0684
59343,0,0.0054
59344,0,0.0649
59345,0,0.0153
59346,0,0.0171
59347,0,0.097
59348,0,0.0135
59349,0,0.0404
59350,0,0.0196
59351,0,0.044
59352,0,0.1119
59353,1,0.9184
59354,1,0.8977
59355,0,0.0038
59356,0,0.0068
59357,0,0.0133
59358,0,0.0371
59359,0,0.0354
59360,1,0.9392
59361,0,0.0163
59362,0,0.4993
59363,0,0.0054
59364,0,0.0085
59365,0,0.0082
59366,0,0.0092
59367,0,0.072
59368,1,0.8409
59369,0,0.0378
59370,0,0.0086
59371,0,0.0269
59372,0,0.3775
59373,0,0.0338
59374,0,0.0084
59375,1,0.9921
59376,1,0.8475
59377,0,0.0839
59378,0,0.1153
59379,0,0.0422
59380,0,0.0594
59381,0,0.0181
59382,0,0.0958
59383,1,0.8793
59384,0,0.03
59385,0,0.0136
59386,0,0.0972
59387,1,0.9833
59388,0,0.2414
59389,0,0.0372
59390,0,0.0823
59391,0,0.0442
59392,0,0.1575
59393,1,0.9535
59394,1,0.9646
59395,0,0.0588
59396,0,0.0197
59397,0,0.0174
59398,0,0.0111
59399,0,0.0154
59400,0,0.0395
59401,0,0.0379
59402,0,0.0579
59403,0,0.0225
59404,0,0.0333
59405,0,0.0043
59406,0,0.01
59407,0,0.0422
59408,0,0.0605
59409,0,0.0263
59410,0,0.0098
59411,0,0.0144
59412,0,0.0154
59413,0,0.0031
59414,0,0.058
59415,0,0.0427
59416,0,0.0123
59417,0,0.0092
59418,0,0.0076
59419,0,0.0056
59420,0,0.0971
59421,0,0.1286
59422,0,0.0491
59423,0,0.0435
59424,1,0.9436
59425,0,0.1425
59426,0,0.0103
59427,0,0.0121
59428,0,0.0665
59429,0,0.01
59430,0,0.0066
59431,0,0.0542
59432,0,0.0076
59433,0,0.0405
59434,0,0.0048
59435,0,0.0026
59436,0,0.0112
59437,0,0.0199
59438,1,0.6554
59439,0,0.0392
59440,0,0.0136
59441,0,0.0282
59442,0,0.0112
59443,0,0.0034
59444,0,0.0489
59445,0,0.0565
59446,0,0.0469
59447,0,0.0246
59448,0,0.01
59449,0,0.0132
59450,0,0.0408
59451,1,0.9396
59452,0,0.0294
59453,0,0.0228
59454,0,0.0548
59455,0,0.0413
59456,0,0.0356
59457,1,0.9821
59458,0,0.0741
59459,0,0.1569
59460,0,0.1314
59461,0,0.0066
59462,1,0.8435
59463,0,0.0111
59464,0,0.1995
59465,0,0.0567
59466,0,0.0515
59467,0,0.0245
59468,0,0.0036
59469,0,0.0857
59470,0,0.0018
59471,0,0.0121
59472,0,0.1081
59473,0,0.0235
59474,0,0.0215
59475,0,0.0651
59476,0,0.0249
59477,0,0.0125
59478,0,0.0183
59479,0,0.0271
59480,0,0.0128
59481,0,0.1453
59482,1,0.9864
59483,0,0.0104
59484,0,0.0077
59485,0,0.0293
59486,0,0.1236
59487,0,0.0239
59488,0,0.0473
59489,0,0.0344
59490,0,0.0179
59491,1,0.9461
59492,0,0.0178
59493,0,0.0286
59494,0,0.0051
59495,1,0.7123
59496,0,0.0234
59497,1,0.9759
59498,0,0.0354
59499,0,0.0319
59500,1,0.9201
59501,0,0.0268
59502,1,0.8838
59503,0,0.1785
59504,0,0.0091
59505,0,0.0326
59506,0,0.0043
59507,0,0.0073
59508,0,0.0367
59509,0,0.0143
59510,0,0.0822
59511,0,0.0063
59512,0,0.0113
59513,0,0.0615
59514,0,0.0136
59515,0,0.0322
59516,0,0.0306
59517,1,0.7348
59518,0,0.0077
59519,0,0.0056
59520,0,0.0209
59521,0,0.0337
59522,0,0.1292
59523,0,0.0119
59524,0,0.0085
59525,1,0.6059
59526,0,0.2023
59527,0,0.0188
59528,0,0.0563
59529,0,0.0394
59530,1,0.9301
59531,0,0.0165
59532,0,0.0016
59533,0,0.0486
59534,0,0.0576
59535,0,0.0498
59536,0,0.0349
59537,0,0.0354
59538,0,0.0986
59539,0,0.0384
59540,1,0.5869
59541,0,0.017
59542,0,0.0626
59543,0,0.0224
59544,0,0.0286
59545,0,0.0284
59546,0,0.0237
59547,0,0.0366
59548,0,0.0074
59549,0,0.0318
59550,0,0.0137
59551,0,0.0223
59552,0,0.0094
59553,0,0.0169
59554,1,0.9392
59555,0,0.0176
59556,0,0.0068
59557,0,0.004
59558,0,0.0604
59559,0,0.0191
59560,0,0.0059
59561,0,0.0092
59562,0,0.1119
59563,0,0.0339
59564,0,0.1854
59565,0,0.0244
59566,0,0.038
59567,0,0.0188
59568,0,0.0084
59569,0,0.0065
59570,0,0.0624
59571,0,0.0914
59572,0,0.0143
59573,0,0.0421
59574,1,0.9041
59575,0,0.0457
59576,0,0.0231
59577,0,0.0278
59578,0,0.3446
59579,0,0.0087
59580,0,0.014
59581,0,0.0186
59582,0,0.0099
59583,0,0.021
59584,0,0.0046
59585,0,0.0194
59586,0,0.0134
59587,0,0.0078
59588,0,0.3156
59589,0,0.2078
59590,0,0.0054
59591,0,0.1278
59592,0,0.0451
59593,0,0.017
59594,0,0.213
59595,0,0.0132
59596,0,0.2238
59597,1,0.9529
59598,0,0.0389
59599,0,0.0739
59600,1,0.8667
59601,0,0.0041
59602,0,0.1258
59603,0,0.0247
59604,0,0.028
59605,0,0.0093
59606,0,0.027
59607,0,0.0957
59608,0,0.0287
59609,0,0.0104
59610,1,0.9437
59611,0,0.0095
59612,1,0.9429
59613,0,0.1058
59614,0,0.1325
59615,0,0.0294
59616,0,0.0479
59617,0,0.0497
59618,0,0.089
59619,0,0.0099
59620,0,0.0109
59621,0,0.0255
59622,0,0.0228
59623,0,0.0735
59624,0,0.055
59625,0,0.038
59626,0,0.0486
59627,0,0.0492
59628,0,0.0143
59629,0,0.0068
59630,0,0.0528
59631,0,0.0036
59632,0,0.019
59633,0,0.0195
59634,0,0.0206
59635,0,0.0157
59636,0,0.0772
59637,0,0.0278
59638,1,0.9784
59639,0,0.0182
59640,0,0.0164
59641,0,0.0122
59642,0,0.0116
59643,0,0.0678
59644,0,0.0406
59645,0,0.2765
59646,0,0.0161
59647,1,0.9709
59648,0,0.0141
59649,0,0.0187
59650,0,0.0048
59651,0,0.0028
59652,0,0.0132
59653,0,0.0085
59654,0,0.135
59655,0,0.0277
59656,0,0.1668
59657,1,0.9222
59658,0,0.0078
59659,0,0.0506
59660,0,0.0831
59661,0,0.0244
59662,1,0.6974
59663,0,0.0606
59664,0,0.0543
59665,0,0.0371
59666,0,0.0285
59667,0,0.0126
59668,0,0.021
59669,0,0.0135
59670,0,0.077
59671,0,0.0081
59672,0,0.0093
59673,0,0.0182
59674,1,0.611
59675,0,0.003
59676,0,0.1072
59677,1,0.934
59678,0,0.0119
59679,0,0.0265
59680,0,0.0076
59681,0,0.0221
59682,0,0.0448
59683,0,0.0073
59684,0,0.0381
59685,0,0.0232
59686,1,0.8746
59687,0,0.0311
59688,0,0.0257
59689,0,0.1228
59690,0,0.0026
59691,0,0.0071
59692,0,0.0987
59693,0,0.0208
59694,0,0.0615
59695,0,0.0148
59696,1,0.6437
59697,0,0.0172
59698,0,0.0335
59699,0,0.0269
59700,0,0.0487
59701,0,0.0072
59702,0,0.0176
59703,0,0.0424
59704,0,0.0087
59705,0,0.1232
59706,0,0.0275
59707,0,0.0304
59708,0,0.0221
59709,0,0.0554
59710,0,0.0281
59711,0,0.0499
59712,0,0.0149
59713,0,0.0553
59714,1,0.7384
59715,1,0.8758
59716,0,0.0398
59717,0,0.0142
59718,0,0.0498
59719,1,0.8879
59720,0,0.0267
59721,1,0.9199
59722,0,0.0214
59723,0,0.018
59724,0,0.1588
59725,0,0.0225
59726,0,0.0112
59727,0,0.0581
59728,0,0.0072
59729,0,0.0046
59730,0,0.0713
59731,0,0.0507
59732,0,0.0216
59733,0,0.042
59734,0,0.0277
59735,0,0.0081
59736,0,0.1181
59737,0,0.0072
59738,0,0.2554
59739,0,0.0264
59740,0,0.0205
59741,0,0.0081
59742,0,0.153
59743,0,0.0194
59744,0,0.1059
59745,0,0.0214
59746,0,0.0332
59747,1,0.9947
59748,0,0.0183
59749,0,0.0295
59750,0,0.0715
59751,0,0.0099
59752,0,0.0451
59753,0,0.0075
59754,0,0.013
59755,0,0.0211
59756,0,0.0112
59757,0,0.0278
59758,0,0.0635
59759,0,0.0192
59760,0,0.0615
59761,0,0.0186
59762,0,0.4473
59763,0,0.0032
59764,0,0.0851
59765,0,0.0057
59766,0,0.1316
59767,0,0.0435
59768,0,0.0053
59769,0,0.0321
59770,0,0.0779
59771,0,0.012
59772,0,0.0207
59773,0,0.013
59774,0,0.0576
59775,0,0.2184
59776,0,0.139
59777,0,0.1678
59778,0,0.0073
59779,0,0.038
59780,0,0.0073
59781,0,0.0347
59782,0,0.0334
59783,0,0.0361
59784,0,0.0126
59785,0,0.0085
59786,0,0.0854
59787,0,0.4414
59788,0,0.0254
59789,0,0.048
59790,0,0.0277
59791,0,0.0033
59792,0,0.0293
59793,0,0.033
59794,1,0.9401
59795,1,0.9342
59796,0,0.0094
59797,0,0.0245
59798,0,0.0086
59799,0,0.0144
59800,0,0.0401
59801,0,0.0149
59802,0,0.0815
59803,0,0.0882
59804,0,0.0544
59805,0,0.0046
59806,0,0.0192
59807,0,0.0117
59808,0,0.0061
59809,0,0.0128
59810,0,0.0091
59811,0,0.015
59812,0,0.0141
59813,0,0.0148
59814,0,0.0071
59815,0,0.3018
59816,0,0.2668
59817,0,0.0083
59818,1,0.596
59819,0,0.0961
59820,0,0.0272
59821,0,0.0645
59822,0,0.027
59823,0,0.0339
59824,0,0.024
59825,0,0.0105
59826,0,0.0347
59827,0,0.1461
59828,0,0.076
59829,0,0.0803
59830,0,0.0223
59831,0,0.0159
59832,0,0.0661
59833,0,0.0794
59834,0,0.015
59835,0,0.0149
59836,0,0.0382
59837,0,0.077
59838,0,0.0687
59839,0,0.0723
59840,0,0.0552
59841,1,0.9961
59842,0,0.0155
59843,0,0.026
59844,0,0.1108
59845,0,0.0595
59846,0,0.0061
59847,0,0.0118
59848,0,0.0195
59849,0,0.0029
59850,1,0.9627
59851,0,0.0032
59852,0,0.02
59853,0,0.0218
59854,0,0.0053
59855,0,0.0206
59856,0,0.0119
59857,0,0.0683
59858,1,0.9719
59859,0,0.0435
59860,1,0.9231
59861,0,0.0107
59862,0,0.0249
59863,0,0.0105
59864,0,0.0202
59865,0,0.0287
59866,0,0.0406
59867,0,0.0904
59868,0,0.0158
59869,0,0.0224
59870,0,0.0054
59871,0,0.0143
59872,0,0.0256
59873,0,0.0085
59874,0,0.0299
59875,0,0.0619
59876,0,0.0116
59877,0,0.0434
59878,1,0.9418
59879,0,0.0172
59880,1,0.9681
59881,0,0.0066
59882,0,0.0389
59883,0,0.0503
59884,0,0.0489
59885,0,0.0632
59886,0,0.0361
59887,1,0.7438
59888,0,0.0199
59889,0,0.0095
59890,0,0.0117
59891,1,1.0
59892,0,0.008
59893,0,0.0134
59894,0,0.0226
59895,0,0.099
59896,0,0.0107
59897,0,0.0155
59898,0,0.0418
59899,0,0.0208
59900,0,0.016
59901,1,0.7659
59902,0,0.0339
59903,0,0.024
59904,0,0.1153
59905,0,0.0774
59906,0,0.1442
59907,0,0.0194
59908,0,0.0122
59909,0,0.0235
59910,0,0.1229
59911,0,0.0304
59912,0,0.0339
59913,0,0.003
59914,0,0.0816
59915,0,0.0176
59916,0,0.0061
59917,0,0.0078
59918,0,0.008
59919,0,0.044
59920,0,0.0696
59921,0,0.1189
59922,0,0.0298
59923,0,0.0934
59924,0,0.0055
59925,1,0.8565
59926,0,0.01
59927,0,0.0255
59928,0,0.0069
59929,0,0.0085
59930,0,0.0244
59931,0,0.0176
59932,0,0.038
59933,0,0.0317
59934,0,0.0137
59935,0,0.0087
59936,0,0.0378
59937,0,0.142
59938,0,0.0678
59939,0,0.4067
59940,1,0.634
59941,0,0.0036
59942,0,0.0122
59943,0,0.046
59944,0,0.0177
59945,0,0.0267
59946,0,0.0365
59947,0,0.0078
59948,0,0.0291
59949,1,0.9826
59950,0,0.0137
59951,0,0.0624
59952,0,0.0075
59953,0,0.1636
59954,0,0.0394
59955,0,0.0027
59956,0,0.0099
59957,0,0.0849
59958,0,0.0186
59959,0,0.0245
59960,0,0.006
59961,0,0.0546
59962,0,0.1379
59963,0,0.0167
59964,0,0.003
59965,0,0.011
59966,1,0.9157
59967,0,0.028
59968,0,0.0061
59969,0,0.0071
59970,0,0.1174
59971,1,0.9612
59972,1,0.7296
59973,0,0.074
59974,0,0.0134
59975,0,0.0438
59976,0,0.0121
59977,0,0.0625
59978,0,0.0903
59979,0,0.0167
59980,1,0.9385
59981,0,0.0345
59982,1,0.9254
59983,0,0.0698
59984,0,0.0256
59985,0,0.0416
59986,0,0.0342
59987,0,0.0298
59988,0,0.0925
59989,0,0.0168
59990,0,0.0477
59991,0,0.1301
59992,0,0.0142
59993,0,0.0098
59994,0,0.0552
59995,1,0.9549
59996,0,0.0236
59997,0,0.0993
59998,0,0.0407
59999,0,0.0138
60000,0,0.0031
60001,0,0.0122
60002,0,0.0938
60003,0,0.024
60004,0,0.0164
60005,0,0.028
60006,0,0.0584
60007,0,0.028
60008,0,0.0232
60009,0,0.021
60010,0,0.0457
60011,0,0.0165
60012,0,0.1488
60013,0,0.0085
60014,0,0.0472
60015,0,0.034
60016,0,0.2239
60017,0,0.0459
60018,0,0.0379
60019,1,0.9258
60020,0,0.0394
60021,0,0.0092
60022,0,0.1389
60023,0,0.0451
60024,1,0.9336
60025,0,0.0323
60026,0,0.3133
60027,1,0.8008
60028,0,0.0101
60029,1,0.9798
60030,1,0.7934
60031,0,0.0824
60032,0,0.0714
60033,0,0.0089
60034,0,0.0038
60035,0,0.1166
60036,0,0.0094
60037,0,0.0107
60038,0,0.0149
60039,0,0.0235
60040,0,0.0386
60041,0,0.0376
60042,0,0.0248
60043,0,0.0133
60044,0,0.074
60045,0,0.012
60046,0,0.1086
60047,0,0.0425
60048,0,0.0028
60049,0,0.0683
60050,0,0.0718
60051,1,0.9604
60052,0,0.0269
60053,0,0.0194
60054,0,0.0085
